COMPLEXID,the_geom,SAFTYPE,SEGMENTID,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
0,POINT (-73.7527348083221 40.70565765181131),,64619,1,11988,2,4234318,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,261190,PS 192 NEAR 111 AV
0,POINT (-73.92624107584287 40.68040092802873),,43424,2,10840,1,3047914,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131930,PS 21
3579,POINT (-73.91484705494277 40.81145143708727),X,9009816,1,1018264,3,2090997,2,01/24/2013 12:00:00 AM +0000,06/16/2014 12:00:00 AM +0000,1,OTHER,21191503,2000227,BETANCES III 9A BUILDING 3
0,POINT (-73.9867770079455 40.69348197844034),,24206,1,14641,12,3319418,3,05/14/2009 12:00:00 AM +0000,08/20/2014 12:00:00 AM +0000,11,NYPD,,5135814,EMS DISPATCH
3581,POINT (-73.90251982837577 40.836971055313015),X,9002649,2,8144,3,2092113,2,05/14/2009 12:00:00 AM +0000,08/14/2014 12:00:00 AM +0000,1,DCP,21187504,2017054,MORRIS II HOUSES BUILDING 13
3581,POINT (-73.90312754476216 40.83727739029581),X,9002645,2,8311,3,2092112,2,05/14/2009 12:00:00 AM +0000,08/14/2014 12:00:00 AM +0000,1,DCP,21187505,2017053,MORRIS HOUSES BUILDING 14
3581,POINT (-73.90306551175853 40.83669478462606),X,9002640,2,13476,3,2092114,2,05/14/2009 12:00:00 AM +0000,08/14/2014 12:00:00 AM +0000,1,DCP,21187503,2017056,MORRIS PROJECTS BUILDING 12
3581,POINT (-73.90384494355715 40.83753232323358),X,9002646,1,8193,3,2092094,2,05/14/2009 12:00:00 AM +0000,08/14/2014 12:00:00 AM +0000,1,DCP,21187506,2016896,MORRIS PROJECTS BUILDING 15
3581,POINT (-73.90424641343274 40.83670481920702),X,9002638,1,17718,3,2092075,2,05/14/2009 12:00:00 AM +0000,08/14/2014 12:00:00 AM +0000,1,DCP,21187508,2016894,MORRIS II PROJECTS BUILDING 17
0,POINT (-73.9955657929284 40.71441154664219),N,9009134,1,11223,1,1075787,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10014601,1004278,P S 124
0,POINT (-73.80954652797205 40.79219890373461),,92980,2,11764,1,4103056,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,115149,KENNEDY SCHL
0,POINT (-73.93015954483305 40.79657082236999),,68594,1,9177,9,1084005,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5129337,PS 112 BARBOSA
0,POINT (-73.95707033431417 40.71526270131663),,34945,2,10580,1,3062337,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5132011,PS 17
0,POINT (-73.83953880760716 40.69668554511004),,53194,2,11652,1,4192167,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,213885,HORACE MANN SCHL
0,POINT (-73.82907738326702 40.7452336968131),,91126,,11742,1,4139491,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,152865,PS 120
0,POINT (-73.90189688575103 40.81772811783406),N,77324,2,10428,1,2005168,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20013401,5131309,PS 130
0,POINT (-74.00213881753598 40.74236758026066),N,32301,2,9987,3,1079152,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10016601,5129150,NYC LAB HS FOR COLL STUDIES
0,POINT (-73.94350810787626 40.69790407187383),,9009381,1,10785,1,3048546,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5132069,PS 59 NR MYRTLE AV
0,POINT (-73.86265596937984 40.821925429333945),N,9004335,2,10158,1,2022550,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20026001,2036842,X 100
0,POINT (-73.81792243002495 40.76031903394595),,91422,2,12233,2,4114763,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,127406,JHS 189 DANIEL CARTER BEARD
0,POINT (-74.00177449593669 40.711422219380076),N,23748,1,14848,3,1001388,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10016401,1001359,M BERGTRAUM H S
0,POINT (-73.95436207215454 40.63292703323396),,27336,1,14857,1,3205780,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5132095,PS 315
0,POINT (-73.99146375904127 40.68036011006596),,22533,1,14864,2,3007326,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3009239,MS 442
0,POINT (-73.93245192014902 40.68815001115166),,9001385,2,14866,12,3044657,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3055763,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL
0,POINT (-73.85067486810242 40.87859698553399),N,88307,2,13590,1,2060191,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20037101,2066823,PS 78
0,POINT (-73.91807594453698 40.66563592345126),,43595,2,9856,1,3081276,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131478,PS 156 WAVERLY
0,POINT (-73.98536217167272 40.73906889021736),N,32998,1,9991,12,1018014,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10012401,1020745,SCHOOL OF THE FUTURE
0,POINT (-73.98255291304746 40.73259219602),,164448,1,9994,3,1020419,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,1022424,HEALTH PROF & HUMAN SVCS
0,POINT (-73.98266861257527 40.7326401165264),,164448,1,9995,12,1020419,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,1022424,INSTITUTE FOR COLLABORATIVE EDUCATION
0,POINT (-73.89057372245466 40.86700742084274),N,80199,1,10200,1,2094729,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20031601,5131053,EDGAR ALLEN POE SCHOOL
0,POINT (-73.96573018910391 40.641295251521086),N,28086,2,10113,1,3328235,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,31412001,3157467,P S 139 A A FENTY
0,POINT (-73.92794525437277 40.664002351792675),,43350,2,10289,1,3323072,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3135231,PS 398 NR RUTLAND
0,POINT (-73.9482790501919 40.70313675249022),,31219,1,10328,2,3061328,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131472,IS 318
0,POINT (-73.89848334400078 40.64579020934626),N,46528,1,10340,3,3229773,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,30040101,5127209,OLYMPUS ACADEMY
0,POINT (-73.95921610406648 40.62014394397275),N,27164,2,10343,3,3180673,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,30017301,5131893,EDWARD R MURROW HIGH SCHOOL
0,POINT (-73.9329703696113 40.653352449924405),,41987,2,10345,1,3102005,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3138244,PS 135
0,POINT (-73.99558215928269 40.68042425067995),N,22396,2,10352,1,3007547,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,30010701,3009576,CARROLL SCHOOL
0,POINT (-74.10038315437163 40.57715860126327),,118450,1,10375,2,5053571,5,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5068765,IS 2
0,POINT (-73.98609411773795 40.660839643404564),N,22716,1,10377,1,3016509,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,30026601,3021274,MAGNET SCHOOL OF MATH SCIENCE AND DESIGN TECHNOLOGY
0,POINT (-74.01156113118633 40.6770572864514),,21629,1,10383,1,3008585,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3011327,PS 15
0,POINT (-73.91792392003933 40.827567587292926),N,71747,1,10619,1,2101573,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20030101,2004649,P S 35
0,POINT (-73.76689642050391 40.66132987156082),N,112973,1,12529,1,4285972,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,45974201,317592,P S Q 52
0,POINT (-73.97881469194473 40.62287903237934),,127412,1,13577,10,3253281,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3172378,PS 121 NELSON A ROCKEFELLER
0,POINT (-73.92345601941159 40.7457445762439),N,67705,1,11560,1,4002387,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,40010901,2964,PS 150 QUEENS
0,POINT (-74.15117605719819 40.56414320860327),N,6611,2,9373,11,5061911,5,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,51155501,5079715,PS 37 984-9800
0,POINT (-73.89787018831298 40.66558123697161),N,47385,2,10517,10,3084617,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,30015101,3114217,PS 174 DUMONT
0,POINT (-73.91078664686295 40.85143277030726),N,221152,1,11068,1,2098721,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,21354001,5131157,X 306
0,POINT (-73.88849418362412 40.85952006404521),N,111736,2,10881,3,2011810,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20008401,5131178,HS 434
0,POINT (-73.89152999952027 40.883003186298346),,176711,1,10850,2,2015472,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2027104,PS 095 SHEILA MENCHER
0,POINT (-73.91540164884492 40.69568973609043),,45117,1,11952,2,3076460,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5132094,IS 291
0,POINT (-73.83170282575338 40.698257475338835),,55877,1,11982,1,4449704,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,217947,PS 51
0,POINT (-73.90466983956097 40.77564548965892),,76863,1,9024,2,4016102,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,19687,IS 141
0,POINT (-73.79936729256256 40.75575649145171),,92084,2,11522,1,4123454,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,136587,DR THOMAS DOOLEY SCHL
0,POINT (-73.96207034977773 40.70589823962448),,30566,1,11487,1,3059906,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131830,LEONARD DUNKLY SCH
0,POINT (-73.76498234438327 40.60812564813005),,58235,,11755,1,4442313,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,333729,PS 104
0,POINT (-73.93268831076055 40.75664542251756),,67544,1,12005,2,4004156,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5400,IS 204 OLIVER W HOLMES
0,POINT (-74.1329571861566 40.61801905849067),,9436,1,10144,1,5113069,5,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5014180,PS 030 WESTERLEIGH
0,POINT (-73.98891603221209 40.66100990059908),,22566,2,9556,2,3331274,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5130009,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS
0,POINT (-73.87695746221219 40.822060646034345),,77998,1,12678,1,2097341,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5130691,PS 93
0,POINT (-73.92921975541866 40.83054563887557),,71214,2,13018,4,2090416,2,05/14/2009 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000,5,EMS,,2005458,HIGHBRIDGE WOODYCREST CENTER
0,POINT (-73.93675860729388 40.818720780714436),,9006707,2,9106,2,1053943,1,05/14/2009 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000,5,DoITT,,5146023,MINISINK HEADSTART
0,POINT (-73.83881085715876 40.842711054948985),N,178244,1,14076,3,2045725,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20037601,2050337,P S 721 STEPHEN MCSWEENEY
0,POINT (-73.9288063402524 40.71511270832489),,44654,1,2866,6,3251789,3,05/14/2009 12:00:00 AM +0000,06/24/2016 12:00:00 AM +0000,7,NYPD,,3091767,CONSOLIDATED CARPET TRADE
0,POINT (-73.91496278518999 40.693859965691296),,9004042,2,14232,10,3076784,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5132000,PS 377 ALEJANDRINA B DEGAUTIER
0,POINT (-73.95050906210076 40.7738086896491),,37750,2,12865,16,1082080,1,05/14/2009 12:00:00 AM +0000,06/20/2016 12:00:00 AM +0000,2,NYPD,,1039294,ST STEPHEN RC SCHL
0,POINT (-73.93970536915702 40.80260953607614),,9000161,2,4348,2,1054408,1,05/14/2009 12:00:00 AM +0000,06/20/2016 12:00:00 AM +0000,5,DoITT,,1044543,PEQUENOS SOULS DAY CARE CENTER
0,POINT (-74.00155219524379 40.706438416727586),X,23459,2,16259,3,1088319,1,05/14/2009 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000,7,EMS,13063003,0,FULTON MARKET
0,POINT (-73.94190753513988 40.81102757161477),,173038,1,4605,2,1053805,1,05/14/2009 12:00:00 AM +0000,06/20/2016 12:00:00 AM +0000,1,DoITT,,1043600,ABYSSINIAN TOWERS
0,POINT (-73.97643564066895 40.688955749367544),,29907,1,14241,3,3058752,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3074617,BROOKLYN TECH HS
0,POINT (-73.99641877214096 40.7455316028038),N,222966,2,14242,3,1014174,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10015101,5128976,FASHIONS INDUSTRIES HS
208,POINT (-73.92455659675548 40.67512999410841),X,43501,1,14353,3,3035751,3,05/14/2009 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000,5,DoITT,31193502,3043802,HUGH ED GILROY SENIOR CENTER
0,POINT (-73.90935041166344 40.81107721373564),,70517,2,14363,3,2003910,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131177,FOREIGN LANG ACAD/GLOBAL STUD
0,POINT (-73.9110743014102 40.839867168482336),N,72167,2,14364,3,2007806,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20001101,2014383,BRONX H S OF BUSINESS
367,POINT (-73.93522997739022 40.676643454671776),X,9003691,2,13478,3,3035671,3,05/14/2009 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000,1,DCP,39024503,3043628,WEEKSVILLE GARDENS BUILDING 2
0,POINT (-73.83599045883876 40.76313545172197),,192191,1,12555,2,4111857,4,05/14/2009 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000,7,NYPD,,124869,BEST CONCRETE
323,POINT (-74.08179433906275 40.62344158165991),X,9005459,1,1017406,6,5157567,5,12/12/2012 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000,5,OTHER,54975510,9117483,CARTER COMMUNITY CENTER
323,POINT (-74.08235018187008 40.62305815517245),X,9005699,1,1017407,3,5108860,5,12/12/2012 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000,5,OTHER,54975509,5140713,STAPLETON HOUSES COMM CENTER
0,POINT (-74.01399940123497 40.70289184984297),X,257466,2,18592,4,1000020,1,05/14/2009 12:00:00 AM +0000,05/12/2014 12:00:00 AM +0000,3,DCP,13063018,1000203,SEAPORT URBAN ARCHAEOLOGY CENTER
0,POINT (-73.77973476704705 40.67921277349574),,59355,1,5599,2,4268328,4,05/14/2009 12:00:00 AM +0000,06/20/2016 12:00:00 AM +0000,5,DoITT,,350271,NEW BUSY BEE LEARNING CENTER
0,POINT (-73.8575462222648 40.82914619150885),,86285,1,14369,2,2025717,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5130611,JHS 125 NR HAVILND
82,POINT (-73.91519626625605 40.81251612112619),,70186,2,16519,2,2093913,2,05/14/2009 12:00:00 AM +0000,05/13/2014 12:00:00 AM +0000,5,DoITT,,5141250,BETANCES EARLY CHILDHOOD DEVELOPMENT CENTER
0,POINT (-73.937213132548 40.827296620887836),,9007973,1,2859,4,1060611,1,05/14/2009 12:00:00 AM +0000,06/20/2016 12:00:00 AM +0000,7,NYPD,,1052246,HARLEM VISTA HOTEL
0,POINT (-73.95030828206737 40.77371994536801),,37750,2,3682,1,1082081,1,05/14/2009 12:00:00 AM +0000,06/20/2016 12:00:00 AM +0000,9,NYPD,,1039295,ST STEPHEN HUNGARIAN CHURCH
2218,POINT (-73.949606038563 40.6864890521284),X,9003406,1,13232,3,3322226,3,05/14/2009 12:00:00 AM +0000,05/12/2014 12:00:00 AM +0000,1,DCP,31347009,3063971,ARMSTRONG I HOUSES BLDG 8
0,POINT (-73.92570864575748 40.745075704759806),,172614,1,5559,3,4436677,4,05/14/2009 12:00:00 AM +0000,06/20/2016 12:00:00 AM +0000,5,DoITT,,3116,SUNNYSIDE COMMUNITY SENIOR CENTER
0,POINT (-73.93633100918835 40.827644678730216),,70845,1,2151,3,1060622,1,05/14/2009 12:00:00 AM +0000,06/20/2016 12:00:00 AM +0000,8,DoITT,,1052262,COLONIAL PARK POST OFFICE
0,POINT (-73.82898682090938 40.827243022719664),N,94320,2,10400,2,2080231,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20027401,2091817,X 101
0,POINT (-73.96524336984142 40.80299002313013),,281618,,14743,1,1056705,1,05/14/2009 12:00:00 AM +0000,05/12/2014 12:00:00 AM +0000,9,NYPD,,1047143,CANAAN CHRISTN CH
0,POINT (-74.01367858038955 40.702603317479884),,22997,2,10107,6,1000019,1,05/14/2009 12:00:00 AM +0000,05/13/2014 12:00:00 AM +0000,9,NYPD,,5159822,OUR LADY OF THE ROASRY
0,POINT (-74.21154872314105 40.52410656413646),,1626,1,3269,1,5083329,5,05/14/2009 12:00:00 AM +0000,05/13/2014 12:00:00 AM +0000,9,EMS,,5109252,ST MARKS UNITED METHODIST CHURCH
0,POINT (-73.98488107246095 40.76212415075368),N,34088,1,13172,4,1024812,1,05/14/2009 12:00:00 AM +0000,06/10/2014 12:00:00 AM +0000,13,FDNY,10039901,1023525,PARAMOUNT PLZ
0,POINT (-73.95312558470653 40.65906404756222),,28622,1,4614,2,3115449,3,05/14/2009 12:00:00 AM +0000,06/10/2014 12:00:00 AM +0000,5,DoITT,,3153770,MOM'S CENTER FOR ECD
0,POINT (-73.96726891869308 40.76571545394674),,159033,2,3846,1,1042124,1,05/14/2009 12:00:00 AM +0000,06/10/2014 12:00:00 AM +0000,9,NYPD,,1034091,CENTRAL PRESB CHUR
0,POINT (-73.98317081427193 40.714402683817404),N,110900,2,10579,1,1003736,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,12930901,5128409,SZOLD PUBLIC SCHOOL
0,POINT (-74.00271407982302 40.71646809732686),,32064,1,2050,2,1001842,1,05/14/2009 12:00:00 AM +0000,06/10/2014 12:00:00 AM +0000,8,NYPD,,1002130,JUVINILE COURT
0,POINT (-73.93251832443134 40.68814672016576),,9001385,2,14496,1,3044657,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3055763,LA CIMA CHARTER SCHOOL
0,POINT (-73.9220366613717 40.75484324766662),N,67754,1,17579,9,0,4,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DoITT,41430501,0,PLAYGROUND 35
0,POINT (-73.76778712445618 40.66624197550089),,59701,2,5372,2,4285481,4,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,5,DoITT,,316990,SPRINGFIELD GARDENS CHILDHOOD CENTER
450,POINT (-73.97225555581274 40.66992967787494),,29009,1,1154,1,0,3,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DPR,,0,PROSPECT PARK WEST
0,POINT (-73.95343243729673 40.74384376128227),N,36684,1,15675,1,0,4,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DPR,41520501,0,HUNTERS POINT PARK
450,POINT (-73.97196013987669 40.669757874432925),X,29115,2,978,9,0,3,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DoITT,37250756,0,GARFIELD TOT LOT PLAYGROUND
0,POINT (-73.79548167984728 40.66867031582257),N,119040,2,15704,12,0,4,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DPR,41507001,0,HILTON HOLIDAY GARDENS
0,POINT (-73.91977685044714 40.63675212246937),N,128325,2,16006,9,0,3,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DoITT,31333501,0,GLENWOOD PLAYGROUND
0,POINT (-73.92205288042025 40.65861464353937),N,128315,1,16011,9,0,3,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DoITT,31366501,0,KENNEDY KING PLAYGROUND
0,POINT (-73.95665394130476 40.709992890111636),N,164045,1,16020,1,0,3,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DPR,31316501,0,MARCY GREEN NORTH
0,POINT (-73.93832929625898 40.70109539030106),N,44297,2,1270,9,0,3,05/14/2009 12:00:00 AM +0000,03/06/2014 12:00:00 AM +0000,4,DoITT,31381501,0,GARDEN PLAYGROUND
0,POINT (-73.97070105725898 40.69339533215711),,30175,1,4893,2,3058181,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,5,DoITT,,3312617,SMILING FACES CHRISTIAN DAY CARE CENTER MYRTLE AVE
0,POINT (-73.9688634477823 40.75065565639352),,146128,1,15909,4,1087640,1,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,8,NYPD,,9101176,US MISSION
0,POINT (-73.95727815810534 40.58603003282892),N,146191,1,103,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31279501,0,HOMECREST PLAYGROUND
0,POINT (-73.95090944444075 40.69550954691021),N,9008425,1,108,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31302001,0,MARCY PLAYGROUND
0,POINT (-73.96679167118427 40.69533945830543),N,30310,2,110,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31304001,0,WASHINGTON HALL PARK
0,POINT (-73.93142579285666 40.647648894850725),N,42064,1,114,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31332001,0,TILDEN PLAYGROUND
0,POINT (-73.99624646674995 40.57171045962425),N,18338,2,118,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31351501,0,NAUTILUS PLAYGROUND
0,POINT (-73.89481263807951 40.64264706071499),N,128693,2,122,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31356001,0,WILSON PLAYGROUND
0,POINT (-73.97151462089765 40.69390720239648),N,30104,1,124,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31365001,0,ORACLE PLAYGROUND
0,POINT (-73.91096919824714 40.688042785177736),N,43967,1,127,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31368001,0,TIGER PLAYGROUND
0,POINT (-73.9509230150999 40.70888456945999),N,109875,2,148,1,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DPR,31292001,0,LITHUANIA SQUARE
0,POINT (-73.9040990294443 40.66094209337573),N,47089,2,155,8,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DPR,31389001,0,F PATTERSON FIELD
0,POINT (-73.7358382063306 40.71805553948499),N,148307,2,162,1,0,4,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DPR,41348501,0,QUEENS VILLAGE VETERANS PLAZA
0,POINT (-74.09126515443576 40.63095170809278),N,111987,1,17435,1,0,5,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DPR,51173501,0,FOREST MALL
0,POINT (-73.96591422352651 40.68624406683261),N,29266,2,17442,9,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,31365501,0,GREENE PLAYGROUND
0,POINT (-73.86052506005275 40.73322524442035),N,81850,1,17484,9,0,4,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DoITT,41503501,0,HORACE HARDING PLAYGROUND
0,POINT (-73.96935984323981 40.59502392469193),N,25300,2,16202,1,0,3,05/14/2009 12:00:00 AM +0000,03/05/2014 12:00:00 AM +0000,4,DPR,31300001,0,GRAVESEND TRIANGLE
0,POINT (-73.96571179680146 40.711583513084584),N,154395,1,16551,9,0,3,05/14/2009 12:00:00 AM +0000,03/07/2014 12:00:00 AM +0000,4,DoITT,31246501,0,WILLIAMSBURG BRIDGE PLAYGROUND
0,POINT (-73.92696703590845 40.663274215037944),N,43350,2,16686,9,0,3,05/14/2009 12:00:00 AM +0000,03/07/2014 12:00:00 AM +0000,4,DoITT,31399501,0,EAST FLATBUSH CHILDREN'S PARK
0,POINT (-73.92224184842607 40.77398184409344),N,144597,1,16688,9,0,4,05/14/2009 12:00:00 AM +0000,03/07/2014 12:00:00 AM +0000,4,DoITT,41356004,0,TRIBOROUGH BRIDGE PLAYGROUND C
0,POINT (-73.82032636407116 40.66534900392018),N,54953,2,16690,9,0,4,05/14/2009 12:00:00 AM +0000,03/07/2014 12:00:00 AM +0000,4,DoITT,41371001,0,LEFFERTS PLAYGROUND
0,POINT (-73.85324212317862 40.68613982954491),N,169032,2,16693,9,0,4,05/14/2009 12:00:00 AM +0000,03/07/2014 12:00:00 AM +0000,4,DoITT,41383501,0,LONDON PLANETREE PLAYGROUND
0,POINT (-73.9975451360926 40.69622695918289),N,23696,2,661,9,0,3,05/14/2009 12:00:00 AM +0000,03/07/2014 12:00:00 AM +0000,4,DoITT,31305001,0,PIERREPONT PLAYGROUND
0,POINT (-73.88825594649805 40.776920747939656),N,77093,1,8815,5,0,4,05/14/2009 12:00:00 AM +0000,03/07/2014 12:00:00 AM +0000,12,NOAA,40018501,0,BOWERY BAY
0,POINT (-73.86172668437293 40.61293879229116),N,141838,2,14117,5,0,3,05/14/2009 12:00:00 AM +0000,03/07/2014 12:00:00 AM +0000,12,NOAA,30029401,0,JAMAICA BAY
